   7.480    46.310 1992      5       7    2.8   5.00      18      30
   7.480    46.310 1992      5       7    2.9   5.00      18      30
   7.410    46.320 1992      5       7    2.3   4.00      18      30
   7.450    46.310 1992      5       7    2.9   2.00      18      30
   7.420    46.260 1992      5       7    2.2  19.00      18      30
   7.400    46.320 1992      5       8    1.9   3.00       0      48
   7.440    46.200 1992      5       8    2.4  16.00       0      48
   7.500    47.400 1992      5       8    2.0   2.00       9       6
   7.780    47.640 1992      5      11    1.3  17.00      13      59
   6.620    45.960 1992      5      14    2.0  10.00       2      14
   7.720    46.740 1992      5      22    1.6  10.00       9      29
   7.360    46.260 1992      5      25    2.4  10.00       0      44
   6.680    46.380 1992      5      25    2.4   5.00       0      44
   6.940    46.340 1992      5      25    1.5  10.00       0      44
   7.310    46.640 1992      5      26    2.2   5.00       5       8
   7.290    46.610 1992      5      26    2.7   5.00       5       9
   7.290    46.600 1992      5      26    2.0   2.00       5       9
   7.180    46.680 1992      5      26    2.7   5.00       5       9
   7.380    46.270 1992      5      31    2.7  10.00       8      52
   7.380    46.270 1992      5      31    2.7  10.00       8      52
   7.380    46.310 1992      5      31    2.1   1.00       8      52
   7.380    46.300 1992      5      31    2.7   2.00       8      52
   8.710    46.790 1992      6       5    1.7   3.00      11      33
   8.530    46.890 1992      6      12    1.4  12.00      11      47
   7.360    46.600 1992      6      12    1.7   0.00      12       5
   6.940    46.470 1992      6      19    2.5   5.00      19      51
   7.000    46.450 1992      6      19    1.8   1.00      19      51
   6.940    46.520 1992      6      19    2.5   6.00      19      51
   6.710    47.080 1992      6      22    2.2   5.00      16      32
   7.060    45.850 1992      6      22    2.3   5.00      17      30
   7.130    45.830 1992      6      22    2.0  10.00      17      30
   7.570    46.090 1992      6      25    1.4   3.00       4      19
   8.740    46.780 1992      6      26    3.0  10.00      19      17
   7.500    46.360 1992      7       3    1.6  10.00      18       4
   7.680    47.520 1992      7      16    1.6   4.00       0       7
   8.390    46.320 1992      7      17    1.6  12.00       8      33
   8.620    47.030 1992      7      18    1.6   3.00       7      25
   8.400    47.200 1992      7      18    2.2   2.00       7      25
   7.620    46.170 1992      7      21    1.3   1.00      11      38
   7.630    46.170 1992      8      12    1.4   1.00       0      12
   7.630    46.180 1992      8      14    1.6   8.00      15      14
   7.520    46.060 1992      8      14    2.4   9.00      15      14
   6.890    46.210 1992      8      14    2.4   5.00      15      14
   7.200    45.910 1992      8      17    1.2  10.00      15      55
